candidate_id,age,group,sick_days_before,sick_days_after
8057,53,h40_fw,2,0
8058,35,h32,4,1
8059,48,h40_fw,5,5
8060,40,h40_sw,4,5
8061,58,h32,0,1
8062,44,h40_sw,2,0
8063,27,h32,26,26
8064,36,h32,12,12
8065,33,h32,26,29
8066,58,h40_sw,21,21
8067,53,h40_sw,0,0
8068,48,h40_sw,8,8
8069,30,h40_sw,0,2
8070,40,h40_sw,8,8
8071,33,h32,12,12
8072,56,h40_fw,7,7
8073,40,h32,2,1
8074,31,h40_sw,5,4
8075,52,h40_fw,0,1
8076,63,h32,4,3
8077,60,h40_sw,4,7
8078,49,h32,1,0
8079,34,h32,7,6
8080,28,h32,10,11
8081,28,h32,10,5
8082,28,h40_sw,0,0
8083,53,h40_sw,14,14
8084,34,h40_fw,17,16
8085,41,h32,2,0
8086,57,h40_fw,9,9
8087,34,h40_fw,1,0
8088,41,h40_sw,1,4
8089,51,h40_fw,14,14
8090,27,h40_sw,8,8
8091,24,h40_fw,0,1
8092,35,h32,27,26
8093,57,h40_sw,7,8
8094,62,h40_sw,3,3
8095,28,h40_fw,12,12
8096,48,h40_sw,1,4
8097,65,h32,4,0
8098,49,h40_fw,1,1
8099,62,h32,13,13
8100,32,h32,0,0
8101,32,h40_sw,1,3
8102,55,h40_sw,16,18
8103,65,h40_fw,8,4
8104,45,h40_fw,7,9
8105,48,h40_fw,2,2
8106,45,h40_fw,20,19
8107,46,h40_fw,27,28
8108,62,h40_fw,20,21
8109,26,h40_sw,0,1
8110,37,h32,65,58
8111,25,h40_fw,1,0
8112,27,h32,18,14
8113,59,h40_sw,5,3
8114,62,h40_sw,4,0
8115,57,h40_sw,4,6
8116,44,h40_sw,14,14
8117,47,h32,18,13
8118,43,h40_sw,0,2
8119,48,h32,7,0
8120,58,h32,1,0
8121,35,h40_sw,1,0
8122,57,h32,11,6
8123,58,h32,1,0
8124,46,h32,1,0
8125,53,h40_sw,8,10
8126,36,h40_sw,9,7
8127,44,h40_fw,47,47
8128,34,h32,15,12
8129,27,h32,2,0
8130,53,h40_fw,23,24
8131,55,h32,4,0
8132,62,h40_fw,16,16
8133,41,h40_fw,6,4
8134,46,h40_fw,16,17
8135,48,h32,8,7
8136,46,h40_fw,9,9
8137,50,h32,4,0
8138,44,h40_fw,2,2
8139,65,h40_fw,7,9
8140,62,h40_fw,9,8
8141,27,h40_fw,12,15
8142,56,h40_fw,3,3
8143,28,h32,8,5
8144,52,h40_sw,5,3
8145,28,h32,3,2
8146,39,h40_fw,5,7
8147,48,h40_fw,29,29
8148,56,h40_sw,0,0
8149,52,h40_sw,2,2
8150,53,h32,54,55
8151,33,h32,9,7
8152,32,h40_sw,9,9
8153,32,h32,6,3
8154,37,h40_fw,5,3
8155,55,h32,2,3
8156,63,h40_sw,4,2
8157,53,h40_fw,42,41
8158,42,h40_fw,5,4
8159,49,h40_sw,7,6
8160,28,h40_fw,0,0
8161,32,h32,7,6
8162,62,h32,22,15
8163,54,h40_fw,0,0
8164,36,h40_sw,7,7
8165,36,h32,0,0
8166,38,h40_sw,6,5
8167,53,h32,1,0
8168,54,h40_fw,6,8
8169,63,h40_fw,3,5
8170,62,h40_sw,7,5
8171,63,h40_sw,30,27
8172,37,h32,7,3
8173,31,h32,4,5
8174,52,h40_sw,6,5
8175,63,h40_sw,2,2
8176,37,h32,0,0
8177,27,h32,12,9
8178,47,h32,6,4
8179,53,h40_sw,13,13
8180,65,h32,9,4
8181,37,h40_sw,10,8
8182,40,h40_fw,5,5
8183,58,h40_sw,6,6
8184,30,h40_sw,0,0
8185,51,h32,6,4
8186,55,h32,0,0
8187,29,h40_sw,6,7
8188,65,h40_fw,4,3
8189,45,h32,0,0
8190,30,h32,34,28
8191,50,h40_fw,4,4
8192,36,h40_sw,3,4
8193,53,h32,20,20
8194,34,h32,1,0
8195,60,h40_fw,0,1
8196,52,h40_sw,25,24
8197,34,h32,23,21
8198,44,h40_fw,0,2
8199,36,h32,7,6
8200,35,h32,3,0
8201,28,h40_sw,38,38
8202,49,h40_sw,2,1
8203,55,h40_sw,4,5
8204,57,h40_fw,14,11
8205,27,h40_sw,7,6
8206,53,h40_fw,3,3
8207,53,h40_sw,14,14
8208,64,h40_fw,16,15
8209,65,h32,2,0
8210,40,h40_sw,22,24
8211,63,h40_fw,18,19
8212,55,h40_fw,4,6
8213,48,h40_sw,2,3
8214,46,h40_sw,10,9
8215,36,h40_sw,2,1
8216,26,h40_fw,15,16
8217,58,h32,17,14
8218,36,h40_fw,7,6
8219,60,h32,8,10
8220,34,h40_fw,10,10
8221,62,h32,3,0
8222,24,h40_sw,4,2
8223,40,h40_sw,14,14
8224,34,h40_sw,11,11
8225,40,h40_fw,26,25
8226,44,h32,29,30
8227,58,h32,5,1
8228,63,h40_sw,7,8
8229,46,h40_fw,0,1
8230,36,h40_sw,3,3
8231,37,h40_sw,11,11
8232,36,h40_sw,1,0
8233,52,h40_fw,0,0
8234,46,h32,2,0
8235,42,h40_sw,3,3
8236,52,h40_sw,5,6
8237,56,h40_sw,0,0
8238,36,h32,6,0
8239,41,h40_sw,1,0
8240,44,h40_fw,0,0
8241,53,h40_sw,7,8
8242,33,h40_fw,38,37
8243,35,h40_sw,8,10
8244,57,h40_fw,6,6
8245,41,h40_sw,3,4
8246,27,h32,4,0
8247,41,h40_fw,13,13
8248,44,h40_fw,4,5
8249,57,h40_sw,0,0
8250,48,h40_sw,4,3
8251,36,h40_fw,12,11
8252,62,h32,7,7
8253,63,h40_fw,35,33
8254,35,h40_fw,13,13
8255,34,h32,1,0
8256,58,h40_sw,4,6
8257,33,h40_fw,6,7
8258,65,h40_sw,18,18
8259,62,h40_sw,5,6
8260,36,h40_sw,11,11
8261,63,h32,31,28
8262,63,h40_fw,0,1
8263,48,h40_sw,2,2
8264,24,h40_fw,1,1
8265,39,h40_fw,8,9
8266,48,h32,2,1
8267,36,h40_fw,1,2
8268,32,h40_fw,12,13
8269,33,h40_sw,0,1
8270,62,h32,11,10
8271,35,h40_sw,4,0
8272,53,h32,6,2
8273,35,h40_sw,51,49
8274,58,h32,19,15
8275,45,h40_sw,11,10
8276,65,h32,3,3
8277,65,h40_sw,1,0
8278,46,h40_fw,6,7
8279,55,h40_sw,7,7
8280,62,h32,2,1
8281,44,h40_sw,4,3
8282,33,h32,1,0
8283,55,h40_sw,7,4
8284,57,h40_sw,0,0
8285,48,h40_fw,10,10
8286,32,h32,15,16
8287,25,h40_sw,6,3
8288,36,h40_sw,10,9
8289,48,h32,9,8
8290,37,h32,1,0
8291,25,h40_fw,0,0
8292,60,h40_sw,17,12
8293,44,h40_sw,15,16
8294,56,h40_sw,2,2
8295,33,h32,39,37
8296,32,h40_sw,2,3
8297,48,h40_fw,0,0
8298,28,h40_fw,0,0
8299,52,h32,10,9
8300,30,h40_sw,7,4
8301,44,h32,10,7
8302,65,h40_fw,4,4
8303,48,h40_sw,0,1
8304,53,h40_sw,18,14
8305,37,h40_sw,5,4
8306,41,h40_sw,16,17
8307,36,h40_fw,1,0
8308,56,h40_sw,22,22
8309,45,h32,0,0
8310,58,h40_fw,6,6
8311,63,h40_fw,4,3
8312,65,h40_fw,3,2
8313,54,h32,8,3
8314,28,h40_sw,20,21
8315,52,h40_sw,18,16
8316,31,h32,18,12
8317,45,h40_fw,9,9
8318,45,h40_sw,6,7
8319,65,h40_fw,1,1
8320,53,h40_sw,20,19
8321,45,h40_fw,4,4
8322,52,h32,14,14
8323,52,h40_fw,7,5
8324,57,h40_sw,0,1
8325,39,h40_sw,10,10
8326,36,h40_fw,1,2
8327,36,h32,3,1
8328,46,h40_sw,22,23
8329,60,h40_fw,12,10
8330,47,h40_sw,1,0
8331,50,h40_sw,25,25
8332,48,h32,26,22
8333,33,h40_fw,0,0
8334,58,h40_sw,2,2
8335,24,h40_sw,5,4
8336,62,h40_sw,15,15
8337,65,h40_fw,3,4
8338,58,h32,6,3
8339,65,h40_fw,44,42
8340,28,h40_fw,22,23
8341,45,h32,28,28
8342,37,h40_fw,11,15
8343,32,h32,9,6
8344,41,h40_fw,14,12
8345,44,h32,2,1
8346,39,h32,27,25
8347,63,h40_sw,0,1
8348,60,h32,0,0
8349,37,h32,11,7
8350,37,h40_fw,8,9
8351,56,h40_fw,6,8
8352,52,h32,24,20
8353,65,h40_fw,1,0
8354,65,h40_fw,1,1
8355,41,h32,16,12
8356,42,h40_fw,31,34
8357,33,h40_sw,2,1
8358,65,h40_sw,16,14
8359,37,h32,3,2
8360,30,h40_sw,10,10
8361,34,h40_fw,5,4
8362,49,h40_sw,2,2
8363,39,h32,7,5
8364,38,h40_sw,2,5
8365,57,h40_sw,13,13
8366,39,h40_sw,0,0
8367,53,h32,18,16
8368,49,h32,7,4
8369,65,h32,5,4
8370,49,h32,6,7
8371,35,h32,4,1
8372,27,h32,5,2
8373,37,h40_sw,7,7
8374,31,h40_sw,3,0
8375,55,h40_fw,5,4
8376,38,h40_sw,0,0
8377,65,h40_sw,22,25
8378,63,h40_sw,6,6
8379,41,h32,16,12
8380,27,h32,42,44
8381,33,h40_fw,1,1
8382,48,h40_sw,10,8
8383,27,h40_fw,2,2
8384,38,h32,1,0
8385,33,h40_fw,8,8
8386,33,h40_sw,8,8
8387,32,h40_fw,5,3
8388,62,h40_sw,0,0
8389,28,h40_sw,16,15
8390,25,h40_fw,2,1
8391,33,h32,2,0
8392,62,h32,5,1
8393,48,h40_fw,2,3
8394,41,h32,0,2
8395,39,h40_sw,8,6
8396,44,h40_fw,2,2
8397,46,h32,3,0
8398,31,h40_sw,3,4
8399,45,h40_fw,13,16
8400,27,h40_sw,3,3
8401,62,h40_fw,9,9
8402,36,h40_fw,1,0
8403,39,h40_sw,29,28
8404,40,h32,5,3
8405,59,h40_fw,7,7
8406,58,h40_fw,24,23
8407,33,h40_sw,9,12
8408,65,h40_sw,4,5
8409,52,h32,2,1
8410,30,h40_sw,3,1
8411,28,h40_fw,0,1
8412,57,h40_sw,5,4
8413,30,h32,6,3
8414,52,h40_fw,9,10
8415,48,h40_fw,3,2
8416,53,h32,3,0
8417,53,h32,18,12
8418,53,h40_fw,12,13
8419,62,h40_sw,1,0
8420,46,h40_fw,0,3
8421,32,h40_fw,2,0
8422,60,h32,1,0
8423,52,h40_fw,10,13
8424,28,h40_sw,5,5
8425,56,h40_sw,21,21
8426,65,h40_sw,8,8
8427,53,h32,0,0
8428,49,h40_fw,11,11
8429,28,h40_sw,19,22
8430,42,h40_sw,2,1
8431,58,h40_sw,4,0
8432,27,h32,2,1
8433,47,h32,1,0
8434,35,h40_fw,14,13
8435,63,h40_sw,15,11
8436,57,h40_fw,9,11
8437,65,h40_fw,5,5
8438,40,h40_sw,1,1
8439,46,h40_sw,11,12
8440,54,h32,17,18
8441,59,h32,8,9
8442,42,h40_sw,2,1
8443,32,h40_sw,5,7
8444,57,h40_sw,18,15
8445,62,h40_fw,7,7
8446,26,h32,5,0
8447,39,h40_sw,9,6
8448,57,h40_sw,0,0
8449,53,h40_sw,0,0
8450,33,h40_sw,1,0
8451,52,h40_sw,6,7
8452,52,h40_sw,4,6
8453,30,h32,10,3
8454,27,h40_sw,1,3
8455,48,h40_fw,1,0
8456,44,h40_fw,2,2
8457,41,h40_fw,6,6
8458,24,h40_sw,0,0
8459,63,h40_sw,4,6
8460,65,h32,40,38
8461,33,h40_fw,4,4
8462,32,h40_fw,9,11
8463,49,h40_fw,4,4
8464,52,h32,12,12
8465,48,h40_sw,7,6
8466,48,h40_sw,39,38
8467,36,h40_fw,38,35
8468,62,h32,2,1
8469,53,h32,1,2
8470,41,h40_sw,0,0
8471,62,h40_sw,29,27
8472,44,h40_sw,5,5
8473,47,h32,6,7
8474,46,h40_fw,1,1
8475,53,h40_sw,12,10
8476,46,h40_fw,9,10
8477,39,h32,6,6
8478,25,h32,13,9
8479,60,h32,3,3
8480,58,h32,4,0
8481,50,h32,3,0
8482,49,h40_fw,1,1
8483,48,h32,2,2
8484,30,h40_fw,3,6
8485,45,h32,8,6
8486,27,h32,0,0
8487,36,h40_sw,0,0
8488,34,h40_sw,2,2
8489,45,h40_fw,13,14
8490,58,h40_sw,0,0
8491,62,h32,2,0
8492,53,h40_fw,4,2
8493,49,h40_sw,9,10
8494,50,h40_sw,0,0
8495,48,h40_fw,9,11
8496,55,h40_sw,12,10
8497,35,h32,5,4
8498,52,h40_sw,16,15
8499,65,h32,38,36
8500,49,h32,8,8
8501,54,h40_fw,17,16
8502,48,h32,14,9
8503,39,h40_fw,5,2
8504,28,h40_sw,3,2
8505,60,h40_fw,0,2
8506,63,h40_sw,4,3
8507,60,h40_sw,16,14
8508,33,h40_fw,24,23
8509,35,h32,23,23
8510,52,h40_sw,1,0
8511,63,h40_fw,4,5
8512,46,h40_sw,13,13
8513,54,h40_sw,16,15
8514,33,h40_fw,23,23
8515,53,h40_fw,7,5
8516,56,h32,20,17
8517,37,h32,0,0
8518,37,h40_sw,26,27
8519,31,h40_fw,23,22
8520,40,h32,80,76
8521,60,h40_sw,1,0
8522,56,h32,16,14
8523,34,h32,14,12
8524,44,h40_sw,0,0
8525,48,h32,0,0
8526,35,h32,9,9
8527,58,h32,5,4
8528,41,h40_fw,22,21
8529,57,h32,0,0
8530,44,h40_sw,9,7
8531,49,h32,3,3
8532,34,h32,2,0
8533,27,h40_fw,7,7
8534,63,h40_fw,8,9
8535,63,h32,2,1
8536,53,h40_fw,7,6
8537,50,h40_fw,10,9
8538,62,h40_fw,0,0
8539,33,h40_sw,13,11
8540,53,h32,1,0
8541,27,h40_sw,17,16
8542,34,h32,60,57
8543,34,h40_fw,0,2
8544,48,h40_sw,28,25
8545,35,h40_fw,1,1
8546,58,h32,18,17
8547,65,h40_fw,5,3
8548,39,h40_sw,17,16
8549,53,h40_fw,18,17
8550,46,h32,5,4
8551,37,h40_sw,8,8
8552,47,h32,2,0
8553,34,h40_sw,1,1
8554,58,h32,8,8
8555,27,h32,23,19
8556,34,h40_fw,16,16
8557,49,h32,3,0
8558,28,h40_sw,50,47
8559,60,h40_fw,2,0
8560,29,h32,8,7
8561,28,h32,9,8
8562,39,h40_sw,3,0
8563,56,h40_fw,10,10
8564,49,h40_fw,10,11
8565,33,h40_fw,5,4
8566,36,h40_fw,29,28
8567,38,h40_sw,11,10
8568,38,h40_sw,20,19
8569,60,h32,28,27
8570,27,h40_fw,54,53
8571,55,h32,8,4
8572,34,h40_sw,11,12
8573,65,h40_fw,10,9
8574,34,h40_fw,2,1
8575,55,h40_sw,6,6
8576,27,h40_fw,17,19
8577,55,h32,3,2
8578,33,h40_sw,3,2
8579,31,h32,18,16
8580,40,h32,1,0
8581,55,h32,0,0
8582,39,h40_sw,18,17
8583,65,h40_sw,1,1
8584,29,h40_sw,11,11
8585,32,h40_sw,6,6
8586,58,h40_sw,7,5
8587,40,h40_sw,16,17
8588,63,h40_sw,17,18
8589,48,h40_fw,18,20
8590,34,h32,0,0
8591,35,h32,24,26
8592,40,h40_sw,16,15
8593,40,h32,15,9
8594,27,h40_fw,5,4
8595,42,h32,16,16
8596,32,h32,0,0
8597,50,h32,10,2
8598,36,h32,3,0
8599,39,h32,9,4
8600,40,h40_fw,8,7
8601,33,h40_sw,10,9
8602,58,h40_sw,1,1
8603,49,h32,13,10
8604,46,h32,2,0
8605,34,h40_fw,4,4
8606,40,h32,0,0
8607,34,h32,12,11
8608,48,h32,0,0
8609,44,h32,19,14
8610,34,h40_sw,17,17
8611,41,h40_fw,0,0
8612,63,h40_sw,13,12
8613,37,h32,13,14
8614,33,h40_sw,6,7
8615,27,h40_fw,10,11
8616,40,h40_fw,0,0
8617,50,h40_fw,5,5
8618,27,h40_fw,1,1
8619,28,h32,8,10
8620,28,h40_fw,2,2
8621,36,h40_sw,8,8
8622,34,h40_fw,29,28
8623,50,h32,3,0
8624,38,h40_sw,10,9
8625,58,h40_sw,22,18
8626,56,h40_sw,1,4
8627,65,h32,5,2
8628,44,h40_fw,12,12
8629,39,h40_sw,22,23
8630,29,h40_fw,4,4
8631,49,h40_fw,7,5
8632,41,h40_fw,0,1
8633,34,h40_fw,17,17
8634,57,h40_fw,3,3
8635,55,h40_sw,9,8
8636,57,h32,3,0
8637,36,h32,5,4
8638,34,h32,0,0
8639,57,h40_fw,3,5
8640,31,h40_fw,8,8
8641,33,h32,7,8
8642,63,h40_fw,5,4
8643,44,h32,19,16
8644,41,h40_fw,11,13
8645,26,h32,11,11
8646,58,h32,9,7
8647,41,h40_fw,24,28
8648,48,h40_sw,10,9
8649,56,h40_fw,15,14
8650,28,h40_fw,45,45
8651,30,h32,2,1
8652,34,h40_sw,12,11
8653,39,h40_fw,33,34
8654,47,h32,7,4
8655,62,h40_fw,19,18
8656,54,h32,3,1
8657,29,h40_sw,6,8
8658,58,h40_sw,1,0
8659,35,h40_sw,1,1
8660,65,h32,2,2
8661,42,h32,1,0
8662,27,h40_fw,6,6
8663,31,h32,6,3
8664,54,h40_fw,15,12
8665,58,h40_fw,0,0
8666,48,h32,0,0
8667,34,h40_fw,15,17
8668,37,h40_fw,5,5
8669,33,h40_fw,0,1
8670,57,h40_sw,23,21
8671,33,h40_sw,8,8
8672,58,h40_fw,4,2
8673,28,h40_sw,23,22
8674,47,h40_sw,13,11
8675,28,h32,26,23
8676,56,h32,10,8
8677,65,h40_sw,6,5
8678,62,h32,31,29
8679,63,h32,28,29
8680,38,h32,4,2
8681,62,h32,3,5
8682,42,h40_sw,24,24
8683,54,h40_sw,2,0
8684,26,h40_sw,4,2
8685,34,h40_fw,18,18
8686,36,h32,2,2
8687,25,h40_fw,8,7
8688,49,h40_fw,7,6
8689,41,h40_fw,7,8
8690,62,h32,25,25
8691,57,h40_fw,0,0
8692,65,h40_fw,0,0
8693,60,h32,20,17
8694,29,h40_sw,0,0
8695,42,h32,4,1
8696,42,h40_sw,2,0
8697,58,h32,8,8
8698,25,h32,12,11
8699,65,h40_fw,3,5
8700,62,h40_fw,7,7
8701,39,h40_sw,2,3
8702,46,h40_fw,22,25
8703,63,h40_fw,6,7
8704,62,h40_fw,11,11
8705,39,h40_fw,11,9
8706,45,h40_fw,2,3
8707,65,h40_sw,5,6
8708,48,h40_sw,7,5
8709,35,h40_sw,0,0
8710,24,h40_fw,9,10
8711,27,h32,3,4
8712,58,h32,24,21
8713,40,h40_fw,8,8
8714,60,h40_sw,4,5
8715,41,h32,31,29
8716,34,h32,16,12
8717,65,h32,17,15
8718,65,h40_sw,32,32
8719,48,h40_fw,4,5
8720,41,h32,1,0
8721,32,h32,11,8
8722,33,h32,2,2
8723,63,h40_sw,15,12
8724,41,h40_sw,3,2
8725,62,h40_fw,15,16
8726,43,h32,8,10
8727,58,h40_fw,4,7
8728,36,h40_sw,17,18
8729,27,h40_sw,3,4
8730,28,h40_sw,10,4
8731,35,h32,2,0
8732,49,h40_fw,26,26
8733,51,h40_fw,1,0
8734,37,h32,3,0
8735,60,h40_fw,12,10
8736,63,h32,13,13
8737,48,h32,1,1
8738,34,h40_sw,5,4
8739,65,h40_sw,17,18
8740,37,h40_fw,0,0
8741,45,h40_fw,1,2
8742,33,h32,10,7
8743,55,h40_sw,20,20
8744,60,h40_fw,5,6
8745,27,h40_fw,0,0
8746,65,h32,3,0
8747,46,h40_fw,10,10
8748,57,h40_sw,14,16
8749,44,h40_sw,11,11
8750,63,h40_fw,1,2
8751,36,h40_sw,0,0
8752,32,h40_sw,6,7
8753,34,h32,2,0
8754,41,h40_sw,8,7
8755,28,h40_sw,25,25
8756,27,h40_fw,3,0
8757,34,h32,9,6
8758,44,h40_sw,0,0
8759,25,h40_fw,19,18
8760,52,h40_sw,2,0
8761,32,h40_fw,31,33
8762,39,h40_fw,2,3
8763,37,h40_fw,9,8
8764,54,h40_fw,3,0
8765,37,h32,12,10
8766,49,h40_fw,2,2
8767,29,h40_sw,9,6
8768,58,h40_fw,7,6
8769,36,h32,6,6
8770,54,h40_sw,8,7
8771,27,h40_sw,2,2
8772,53,h32,5,2
8773,41,h40_sw,11,10
8774,48,h40_sw,7,6
8775,40,h40_sw,4,3
8776,34,h40_fw,6,4
8777,28,h40_sw,2,0
8778,49,h40_fw,37,37
8779,46,h40_fw,25,24
8780,39,h40_fw,1,3
8781,57,h32,44,41
8782,53,h40_fw,1,0
8783,36,h40_fw,2,2
8784,27,h40_fw,11,11
8785,37,h40_sw,30,30
8786,65,h32,10,8
8787,54,h32,11,11
8788,36,h40_fw,18,18
8789,31,h40_fw,20,19
8790,33,h32,9,6
8791,45,h32,3,0
8792,30,h40_fw,0,0
8793,47,h40_fw,5,8
8794,63,h40_fw,5,7
8795,37,h40_fw,31,33
8796,28,h40_sw,2,3
8797,52,h40_fw,14,16
8798,42,h40_fw,22,22
8799,55,h32,7,6
8800,65,h40_sw,8,9
8801,25,h40_fw,1,0
8802,58,h40_fw,3,2
8803,44,h40_sw,4,4
8804,57,h40_sw,9,9
8805,63,h40_fw,9,9
8806,60,h40_fw,11,11
8807,33,h32,4,2
8808,34,h40_sw,8,8
8809,56,h40_sw,2,3
8810,53,h40_fw,14,14
8811,30,h40_sw,18,19
8812,60,h40_fw,1,0
8813,53,h32,0,1
8814,53,h40_fw,16,17
8815,33,h32,8,4
8816,53,h32,28,28
8817,63,h32,6,5
8818,37,h32,48,46
8819,45,h40_sw,3,0
8820,42,h40_sw,6,6
8821,63,h40_fw,5,1
8822,62,h40_fw,3,4
8823,37,h40_fw,9,12
8824,65,h32,13,7
8825,47,h40_sw,11,11
8826,48,h40_sw,15,17
8827,44,h32,4,0
8828,56,h40_sw,18,18
8829,40,h32,15,14
8830,28,h40_sw,4,3
8831,65,h32,9,10
8832,39,h32,0,0
8833,65,h40_fw,12,12
8834,50,h40_fw,10,9
8835,60,h40_fw,24,23
8836,27,h40_sw,8,8
8837,53,h40_sw,0,0
8838,60,h32,0,0
8839,32,h40_sw,7,7
8840,52,h40_fw,0,0
8841,56,h32,11,11
8842,33,h40_sw,5,6
8843,41,h40_sw,39,39
8844,60,h40_sw,3,4
8845,56,h40_fw,25,25
8846,57,h40_sw,15,15
8847,52,h40_fw,4,6
8848,63,h40_sw,11,11
8849,52,h32,2,1
8850,38,h40_sw,12,12
8851,65,h40_sw,10,10
8852,58,h32,9,7
8853,36,h40_sw,19,22
8854,31,h40_sw,11,11
8855,34,h32,21,20
8856,27,h40_fw,42,42
8857,32,h32,5,3
8858,29,h40_sw,9,8
8859,53,h32,1,0
8860,50,h32,1,0
8861,31,h40_sw,4,4
8862,65,h40_fw,0,1
8863,45,h40_sw,13,11
8864,52,h40_sw,31,31
8865,46,h40_fw,1,1
8866,44,h32,2,0
8867,60,h40_fw,0,1
8868,57,h40_sw,3,3
8869,38,h40_sw,21,21
8870,41,h40_fw,12,14
8871,46,h40_fw,21,22
8872,43,h40_fw,22,22
8873,42,h40_sw,0,0
8874,45,h40_fw,2,4
8875,62,h40_sw,25,25
8876,36,h40_sw,4,4
8877,65,h40_fw,4,6
8878,44,h40_sw,9,6
8879,36,h40_fw,4,4
8880,33,h40_fw,6,4
8881,46,h40_fw,0,0
8882,31,h32,1,0
8883,56,h40_fw,21,21
8884,41,h40_fw,15,16
8885,52,h40_fw,11,11
8886,65,h32,9,8
8887,28,h40_fw,28,27
8888,51,h40_fw,6,7
8889,49,h40_fw,0,0
8890,44,h32,34,34
8891,57,h40_sw,1,0
8892,65,h32,22,20
8893,58,h40_fw,7,7
8894,27,h40_sw,3,5
8895,36,h40_sw,4,3
8896,57,h40_fw,11,13
8897,34,h40_fw,7,5
8898,48,h40_sw,8,7
8899,50,h40_sw,3,2
8900,57,h40_sw,4,2
8901,50,h32,20,18
8902,55,h40_fw,4,3
8903,45,h40_sw,1,0
8904,60,h40_sw,0,0
8905,53,h40_fw,10,8
8906,63,h40_fw,0,1
8907,56,h40_fw,4,4
8908,65,h40_sw,4,4
8909,48,h40_sw,5,4
8910,62,h40_sw,18,20
8911,49,h40_fw,5,4
8912,49,h40_sw,20,22
8913,38,h40_fw,3,2
8914,54,h40_fw,13,13
8915,48,h40_fw,0,0
8916,37,h40_fw,0,0
8917,36,h40_fw,9,9
8918,53,h40_sw,16,14
8919,33,h40_fw,1,3
8920,63,h40_fw,8,10
8921,34,h32,2,0
8922,49,h40_fw,3,2
8923,29,h40_sw,6,5
8924,65,h40_sw,2,0
8925,43,h40_fw,47,47
8926,63,h32,1,0
8927,24,h40_fw,7,7
8928,46,h40_sw,10,9
8929,33,h32,9,7
8930,36,h40_fw,0,0
8931,37,h32,9,7
8932,57,h32,17,14
8933,37,h32,19,16
8934,44,h40_sw,22,20
8935,44,h32,4,3
8936,48,h32,5,2
8937,55,h40_sw,1,0
8938,37,h32,16,14
8939,63,h32,8,4
8940,64,h40_fw,32,30
8941,48,h40_sw,1,3
8942,37,h40_sw,4,4
8943,36,h40_fw,12,12
8944,41,h40_fw,4,5
8945,36,h40_sw,4,1
8946,45,h40_fw,0,2
8947,60,h40_sw,5,6
8948,35,h40_fw,11,12
8949,33,h40_fw,3,5
8950,28,h40_fw,4,2
8951,28,h40_fw,7,7
8952,32,h40_sw,9,9
8953,58,h40_sw,3,3
8954,34,h40_fw,31,32
8955,53,h32,11,5
8956,41,h40_fw,23,23
8957,60,h32,5,0
8958,46,h40_sw,0,0
8959,37,h32,1,0
8960,62,h40_fw,4,5
8961,60,h40_fw,11,10
8962,32,h40_fw,5,7
8963,53,h32,7,5
8964,54,h32,0,0
8965,58,h40_fw,2,0
8966,64,h32,3,1
8967,59,h40_fw,2,0
8968,46,h32,2,0
8969,65,h40_fw,56,57
8970,28,h40_fw,1,2
8971,30,h40_sw,4,6
8972,40,h32,4,1
8973,62,h40_fw,15,13
8974,37,h32,6,7
8975,35,h32,8,3
8976,32,h32,18,17
8977,58,h40_sw,52,53
8978,63,h32,18,16
8979,60,h40_sw,17,15
8980,27,h40_sw,8,9
8981,39,h40_fw,4,2
8982,40,h40_sw,7,5
8983,58,h40_sw,2,0
8984,28,h32,3,1
8985,49,h40_fw,35,35
8986,53,h32,2,1
8987,37,h40_sw,17,18
8988,28,h40_fw,6,5
8989,24,h40_fw,5,6
8990,45,h40_fw,9,12
8991,52,h40_sw,6,6
8992,53,h40_sw,5,1
8993,63,h32,13,13
8994,48,h40_fw,14,14
8995,60,h32,19,12
8996,65,h40_fw,10,10
8997,50,h40_fw,29,30
8998,65,h32,15,15
8999,60,h32,11,8
9000,44,h32,18,19
9001,41,h32,4,2
9002,65,h40_sw,7,7
9003,48,h32,10,10
9004,39,h40_fw,21,19
9005,53,h32,8,8
9006,53,h40_fw,1,0
9007,56,h32,8,7
9008,65,h40_sw,5,4
9009,60,h40_sw,13,13
9010,63,h40_sw,12,10
9011,33,h32,10,8
9012,37,h40_sw,6,5
9013,48,h40_sw,0,0
9014,29,h40_fw,31,31
9015,56,h40_sw,1,1
9016,28,h32,2,1
9017,34,h40_fw,1,2
9018,58,h32,38,38
9019,54,h40_sw,2,1
9020,46,h32,5,3
9021,65,h40_sw,8,6
9022,48,h32,4,1
9023,65,h32,12,10
9024,56,h32,3,1
9025,44,h40_sw,0,0
9026,28,h40_sw,3,3
9027,31,h32,10,9
9028,44,h40_sw,22,20
9029,36,h40_sw,26,24
9030,35,h40_fw,18,15
9031,45,h40_fw,5,5
9032,30,h40_fw,2,2
9033,28,h32,2,0
9034,65,h40_fw,4,4
9035,62,h32,2,0
9036,44,h40_fw,13,12
9037,65,h40_sw,13,15
9038,61,h32,4,0
9039,39,h40_fw,3,1
9040,53,h40_fw,29,29
9041,60,h32,2,0
9042,45,h40_fw,7,9
9043,28,h40_sw,3,2
9044,48,h32,10,8
9045,56,h40_sw,0,0
9046,42,h40_sw,28,28
9047,65,h40_sw,40,38
9048,31,h40_sw,3,5
9049,27,h32,1,3
9050,28,h40_fw,2,2
