Movie ID,Title,Genres,Tite
857,Crows and Sparrows (1949),Drama,Crows and Sparrows (1949)
858,"Godfather, The (1972)",Action|Crime|Drama,Godfather The (1972)
859,"Hippie Revolution, The (1996)",Documentary,Hippie Revolution The (1996)
860,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy,Maybe Maybe Not (Bewegte Mann Der) (1994)
861,Supercop (1992),Action|Thriller,Supercop (1992)
862,Manny & Lo (1996),Drama,Manny & Lo (1996)
863,Celestial Clockwork (1994),Comedy,Celestial Clockwork (1994)
864,"Wife, The (1995)",Comedy|Drama,Wife The (1995)
865,Small Faces (1995),Drama,Small Faces (1995)
866,Bound (1996),Crime|Drama|Romance|Thriller,Bound (1996)
867,Carpool (1996),Comedy|Crime,Carpool (1996)
868,Death in Brunswick (1991),Comedy,Death in Brunswick (1991)
869,Kansas City (1996),Crime,Kansas City (1996)
870,Gone Fishin' (1997),Comedy,Gone Fishin' (1997)
871,Lover's Knot (1996),Comedy,Lover's Knot (1996)
872,Aiqing wansui (1994),Drama,Aiqing wansui (1994)
873,Shadow of Angels (Schatten der Engel) (1976),Drama,Shadow of Angels (Schatten der Engel) (1976)
874,Killer: A Journal of Murder (1995),Crime|Drama,Killer: A Journal of Murder (1995)
875,Nothing to Lose (1994),Drama,Nothing to Lose (1994)
876,Police Story 4: Project S (Chao ji ji hua) (1993),Action,Police Story 4: Project S (Chao ji ji hua) (1993)
877,Girls Town (1996),Drama,Girls Town (1996)
878,Bye-Bye (1995),Drama,Bye-Bye (1995)
879,"Relic, The (1997)",Horror,Relic The (1997)
880,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller,Island of Dr. Moreau The (1996)
881,First Kid (1996),Children's|Comedy,First Kid (1996)
882,"Trigger Effect, The (1996)",Drama|Thriller,Trigger Effect The (1996)
884,Sweet Nothing (1995),Drama,Sweet Nothing (1995)
885,Bogus (1996),Children's|Drama|Fantasy,Bogus (1996)
886,Bulletproof (1996),Action,Bulletproof (1996)
887,Talk of Angels (1998),Drama,Talk of Angels (1998)
888,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's,Land Before Time III: The Time of the Great Giving (1995)
889,1-900 (1994),Romance,1-900 (1994)
890,Baton Rouge (1988),Thriller,Baton Rouge (1988)
891,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,Halloween: The Curse of Michael Myers (1995)
892,Twelfth Night (1996),Comedy|Drama|Romance,Twelfth Night (1996)
893,Mother Night (1996),Drama,Mother Night (1996)
894,Liebelei (1933),Romance,Liebelei (1933)
895,Venice/Venice (1992),Drama,Venice/Venice (1992)
896,Wild Reeds (1994),Drama,Wild Reeds (1994)
897,For Whom the Bell Tolls (1943),Adventure|War,For Whom the Bell Tolls (1943)
898,"Philadelphia Story, The (1940)",Comedy|Romance,Philadelphia Story The (1940)
899,Singin' in the Rain (1952),Musical|Romance,Singin' in the Rain (1952)
900,"American in Paris, An (1951)",Musical|Romance,American in Paris An (1951)
901,Funny Face (1957),Comedy|Musical,Funny Face (1957)
902,Breakfast at Tiffany's (1961),Drama|Romance,Breakfast at Tiffany's (1961)
903,Vertigo (1958),Mystery|Thriller,Vertigo (1958)
904,Rear Window (1954),Mystery|Thriller,Rear Window (1954)
905,It Happened One Night (1934),Comedy,It Happened One Night (1934)
906,Gaslight (1944),Mystery|Thriller,Gaslight (1944)
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,Gay Divorcee The (1934)
908,North by Northwest (1959),Drama|Thriller,North by Northwest (1959)
909,"Apartment, The (1960)",Comedy|Drama,Apartment The (1960)
910,Some Like It Hot (1959),Comedy|Crime,Some Like It Hot (1959)
911,Charade (1963),Comedy|Mystery|Romance|Thriller,Charade (1963)
912,Casablanca (1942),Drama|Romance|War,Casablanca (1942)
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,Maltese Falcon The (1941)
914,My Fair Lady (1964),Musical|Romance,My Fair Lady (1964)
915,Sabrina (1954),Comedy|Romance,Sabrina (1954)
916,Roman Holiday (1953),Comedy|Romance,Roman Holiday (1953)
917,"Little Princess, The (1939)",Children's|Drama,Little Princess The (1939)
918,Meet Me in St. Louis (1944),Musical,Meet Me in St. Louis (1944)
919,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical,Wizard of Oz The (1939)
920,Gone with the Wind (1939),Drama|Romance|War,Gone with the Wind (1939)
921,My Favorite Year (1982),Comedy,My Favorite Year (1982)
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
923,Citizen Kane (1941),Drama,Citizen Kane (1941)
924,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller,2001: A Space Odyssey (1968)
925,Golden Earrings (1947),Adventure|Romance,Golden Earrings (1947)
926,All About Eve (1950),Drama,All About Eve (1950)
927,"Women, The (1939)",Comedy,Women The (1939)
928,Rebecca (1940),Romance|Thriller,Rebecca (1940)
929,Foreign Correspondent (1940),Thriller,Foreign Correspondent (1940)
930,Notorious (1946),Film-Noir|Romance|Thriller,Notorious (1946)
931,Spellbound (1945),Mystery|Romance|Thriller,Spellbound (1945)
932,"Affair to Remember, An (1957)",Romance,Affair to Remember An (1957)
933,To Catch a Thief (1955),Comedy|Romance|Thriller,To Catch a Thief (1955)
934,Father of the Bride (1950),Comedy,Father of the Bride (1950)
935,"Band Wagon, The (1953)",Comedy|Musical,Band Wagon The (1953)
936,Ninotchka (1939),Comedy|Romance,Ninotchka (1939)
937,Love in the Afternoon (1957),Comedy|Romance,Love in the Afternoon (1957)
938,Gigi (1958),Musical,Gigi (1958)
939,"Reluctant Debutante, The (1958)",Comedy|Drama,Reluctant Debutante The (1958)
940,"Adventures of Robin Hood, The (1938)",Action|Adventure,Adventures of Robin Hood The (1938)
941,"Mark of Zorro, The (1940)",Adventure,Mark of Zorro The (1940)
942,Laura (1944),Crime|Film-Noir|Mystery,Laura (1944)
943,"Ghost and Mrs. Muir, The (1947)",Drama|Romance,Ghost and Mrs. Muir The (1947)
944,Lost Horizon (1937),Drama,Lost Horizon (1937)
945,Top Hat (1935),Comedy|Musical|Romance,Top Hat (1935)
946,To Be or Not to Be (1942),Comedy|Drama|War,To Be or Not to Be (1942)
947,My Man Godfrey (1936),Comedy,My Man Godfrey (1936)
948,Giant (1956),Drama,Giant (1956)
949,East of Eden (1955),Drama,East of Eden (1955)
950,"Thin Man, The (1934)",Mystery,Thin Man The (1934)
951,His Girl Friday (1940),Comedy,His Girl Friday (1940)
952,Around the World in 80 Days (1956),Adventure|Comedy,Around the World in 80 Days (1956)
953,It's a Wonderful Life (1946),Drama,It's a Wonderful Life (1946)
954,Mr. Smith Goes to Washington (1939),Drama,Mr. Smith Goes to Washington (1939)
955,Bringing Up Baby (1938),Comedy,Bringing Up Baby (1938)
956,Penny Serenade (1941),Drama|Romance,Penny Serenade (1941)
957,"Scarlet Letter, The (1926)",Drama,Scarlet Letter The (1926)
958,Lady of Burlesque (1943),Comedy|Mystery,Lady of Burlesque (1943)
959,Of Human Bondage (1934),Drama,Of Human Bondage (1934)
960,Angel on My Shoulder (1946),Crime|Drama,Angel on My Shoulder (1946)
961,Little Lord Fauntleroy (1936),Drama,Little Lord Fauntleroy (1936)
962,They Made Me a Criminal (1939),Crime|Drama,They Made Me a Criminal (1939)
963,"Inspector General, The (1949)",Musical,Inspector General The (1949)
964,Angel and the Badman (1947),Western,Angel and the Badman (1947)
965,"39 Steps, The (1935)",Thriller,39 Steps The (1935)
966,"Walk in the Sun, A (1945)",Drama,Walk in the Sun A (1945)
967,"Outlaw, The (1943)",Western,Outlaw The (1943)
968,Night of the Living Dead (1968),Horror|Sci-Fi,Night of the Living Dead (1968)
969,"African Queen, The (1951)",Action|Adventure|Romance|War,African Queen The (1951)
970,Beat the Devil (1954),Comedy|Drama,Beat the Devil (1954)
971,Cat on a Hot Tin Roof (1958),Drama,Cat on a Hot Tin Roof (1958)
972,"Last Time I Saw Paris, The (1954)",Drama,Last Time I Saw Paris The (1954)
973,Meet John Doe (1941),Drama,Meet John Doe (1941)
974,Algiers (1938),Drama|Romance,Algiers (1938)
975,Something to Sing About (1937),Comedy|Musical,Something to Sing About (1937)
976,"Farewell to Arms, A (1932)",Romance|War,Farewell to Arms A (1932)
977,Moonlight Murder (1936),Mystery,Moonlight Murder (1936)
978,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,Blue Angel The (Blaue Engel Der) (1930)
979,Nothing Personal (1995),Drama|War,Nothing Personal (1995)
980,In the Line of Duty 2 (1987),Action,In the Line of Duty 2 (1987)
981,Dangerous Ground (1997),Drama,Dangerous Ground (1997)
982,Picnic (1955),Drama,Picnic (1955)
983,Madagascar Skin (1995),Romance,Madagascar Skin (1995)
984,"Pompatus of Love, The (1996)",Comedy|Drama,Pompatus of Love The (1996)
985,Small Wonders (1996),Documentary,Small Wonders (1996)
986,Fly Away Home (1996),Adventure|Children's,Fly Away Home (1996)
987,Bliss (1997),Drama|Romance,Bliss (1997)
988,Grace of My Heart (1996),Comedy|Drama,Grace of My Heart (1996)
989,Schlafes Bruder (Brother of Sleep) (1995),Drama,Schlafes Bruder (Brother of Sleep) (1995)
990,Maximum Risk (1996),Action|Adventure|Thriller,Maximum Risk (1996)
991,Michael Collins (1996),Drama|War,Michael Collins (1996)
992,"Rich Man's Wife, The (1996)",Thriller,Rich Man's Wife The (1996)
993,Infinity (1996),Drama,Infinity (1996)
994,Big Night (1996),Drama,Big Night (1996)
996,Last Man Standing (1996),Action|Drama|Western,Last Man Standing (1996)
997,Caught (1996),Drama|Thriller,Caught (1996)
998,Set It Off (1996),Action|Crime,Set It Off (1996)
999,2 Days in the Valley (1996),Crime,2 Days in the Valley (1996)
1000,Curdled (1996),Crime,Curdled (1996)
1001,"Associate, The (L'Associe)(1982)",Comedy,Associate The (L'Associe)(1982)
1002,Ed's Next Move (1996),Comedy,Ed's Next Move (1996)
1003,Extreme Measures (1996),Drama|Thriller,Extreme Measures (1996)
1004,"Glimmer Man, The (1996)",Action|Thriller,Glimmer Man The (1996)
1005,D3: The Mighty Ducks (1996),Children's|Comedy,D3: The Mighty Ducks (1996)
1006,"Chamber, The (1996)",Drama,Chamber The (1996)
1007,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western,Apple Dumpling Gang The (1975)
1008,"Davy Crockett, King of the Wild Frontier (1955)",Western,Davy Crockett King of the Wild Frontier (1955)
1009,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy,Escape to Witch Mountain (1975)
1010,"Love Bug, The (1969)",Children's|Comedy,Love Bug The (1969)
1011,Herbie Rides Again (1974),Adventure|Children's|Comedy,Herbie Rides Again (1974)
1012,Old Yeller (1957),Children's|Drama,Old Yeller (1957)
1013,"Parent Trap, The (1961)",Children's|Drama,Parent Trap The (1961)
1014,Pollyanna (1960),Children's|Comedy|Drama,Pollyanna (1960)
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children's,Homeward Bound: The Incredible Journey (1993)
1016,"Shaggy Dog, The (1959)",Children's|Comedy,Shaggy Dog The (1959)
1017,Swiss Family Robinson (1960),Adventure|Children's,Swiss Family Robinson (1960)
1018,That Darn Cat! (1965),Children's|Comedy|Mystery,That Darn Cat! (1965)
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi,20000 Leagues Under the Sea (1954)
1020,Cool Runnings (1993),Comedy,Cool Runnings (1993)
1021,Angels in the Outfield (1994),Children's|Comedy,Angels in the Outfield (1994)
1022,Cinderella (1950),Animation|Children's|Musical,Cinderella (1950)
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children's,Winnie the Pooh and the Blustery Day (1968)
1024,"Three Caballeros, The (1945)",Animation|Children's|Musical,Three Caballeros The (1945)
1025,"Sword in the Stone, The (1963)",Animation|Children's,Sword in the Stone The (1963)
1026,So Dear to My Heart (1949),Children's|Drama,So Dear to My Heart (1949)
1027,Robin Hood: Prince of Thieves (1991),Drama,Robin Hood: Prince of Thieves (1991)
1028,Mary Poppins (1964),Children's|Comedy|Musical,Mary Poppins (1964)
1029,Dumbo (1941),Animation|Children's|Musical,Dumbo (1941)
1030,Pete's Dragon (1977),Adventure|Animation|Children's|Musical,Pete's Dragon (1977)
1031,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical,Bedknobs and Broomsticks (1971)
1032,Alice in Wonderland (1951),Animation|Children's|Musical,Alice in Wonderland (1951)
1033,"Fox and the Hound, The (1981)",Animation|Children's,Fox and the Hound The (1981)
1034,Freeway (1996),Crime,Freeway (1996)
1035,"Sound of Music, The (1965)",Musical,Sound of Music The (1965)
1036,Die Hard (1988),Action|Thriller,Die Hard (1988)
1037,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller,Lawnmower Man The (1992)
1038,Unhook the Stars (1996),Drama,Unhook the Stars (1996)
1039,Synthetic Pleasures (1995),Documentary,Synthetic Pleasures (1995)
1040,"Secret Agent, The (1996)",Drama,Secret Agent The (1996)
1041,Secrets & Lies (1996),Drama,Secrets & Lies (1996)
1042,That Thing You Do! (1996),Comedy,That Thing You Do! (1996)
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,To Gillian on Her 37th Birthday (1996)
1044,Surviving Picasso (1996),Drama,Surviving Picasso (1996)
1045,Love Is All There Is (1996),Comedy|Drama,Love Is All There Is (1996)
1046,Beautiful Thing (1996),Drama|Romance,Beautiful Thing (1996)
1047,"Long Kiss Goodnight, The (1996)",Action|Thriller,Long Kiss Goodnight The (1996)
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,Ghost and the Darkness The (1996)
1050,Looking for Richard (1996),Documentary|Drama,Looking for Richard (1996)
1051,Trees Lounge (1996),Drama,Trees Lounge (1996)
1052,"Proprietor, The (1996)",Drama,Proprietor The (1996)
1053,Normal Life (1996),Crime|Drama,Normal Life (1996)
1054,Get on the Bus (1996),Drama,Get on the Bus (1996)
1055,Shadow Conspiracy (1997),Thriller,Shadow Conspiracy (1997)
1056,Jude (1996),Drama,Jude (1996)
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,Everyone Says I Love You (1996)
1058,Bitter Sugar (Azucar Amargo) (1996),Drama,Bitter Sugar (Azucar Amargo) (1996)
1059,William Shakespeare's Romeo and Juliet (1996),Drama|Romance,William Shakespeare's Romeo and Juliet (1996)
1060,Swingers (1996),Comedy|Drama,Swingers (1996)
1061,Sleepers (1996),Crime|Drama,Sleepers (1996)
1062,"Sunchaser, The (1996)",Drama,Sunchaser The (1996)
1063,Johns (1996),Drama,Johns (1996)
1064,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy,Aladdin and the King of Thieves (1996)
1065,"Woman in Question, The (1950)",Mystery,Woman in Question The (1950)
1066,Shall We Dance? (1937),Comedy|Musical|Romance,Shall We Dance? (1937)
1067,"Damsel in Distress, A (1937)",Comedy|Musical|Romance,Damsel in Distress A (1937)
1068,Crossfire (1947),Crime|Film-Noir,Crossfire (1947)
1069,"Murder, My Sweet (1944)",Film-Noir|Thriller,Murder My Sweet (1944)
1070,Macao (1952),Adventure,Macao (1952)
1071,For the Moment (1994),Romance|War,For the Moment (1994)
1073,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy,Willy Wonka and the Chocolate Factory (1971)
1075,"Sexual Life of the Belgians, The (1994)",Comedy,Sexual Life of the Belgians The (1994)
1076,"Innocents, The (1961)",Thriller,Innocents The (1961)
1077,Sleeper (1973),Comedy|Sci-Fi,Sleeper (1973)
1078,Bananas (1971),Comedy|War,Bananas (1971)
1079,"Fish Called Wanda, A (1988)",Comedy,Fish Called Wanda A (1988)
1080,Monty Python's Life of Brian (1979),Comedy,Monty Python's Life of Brian (1979)
1081,Victor/Victoria (1982),Comedy|Musical,Victor/Victoria (1982)
1082,"Candidate, The (1972)",Drama,Candidate The (1972)
1083,"Great Race, The (1965)",Comedy|Musical,Great Race The (1965)
1084,Bonnie and Clyde (1967),Crime|Drama,Bonnie and Clyde (1967)
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,Old Man and the Sea The (1958)
1086,Dial M for Murder (1954),Mystery|Thriller,Dial M for Murder (1954)
1087,Madame Butterfly (1995),Musical,Madame Butterfly (1995)
1088,Dirty Dancing (1987),Musical|Romance,Dirty Dancing (1987)
1089,Reservoir Dogs (1992),Crime|Thriller,Reservoir Dogs (1992)
1090,Platoon (1986),Drama|War,Platoon (1986)
1091,Weekend at Bernie's (1989),Comedy,Weekend at Bernie's (1989)
1092,Basic Instinct (1992),Mystery|Thriller,Basic Instinct (1992)
1093,"Doors, The (1991)",Drama|Musical,Doors The (1991)
1094,"Crying Game, The (1992)",Drama|Romance|War,Crying Game The (1992)
1095,Glengarry Glen Ross (1992),Drama,Glengarry Glen Ross (1992)
1096,Sophie's Choice (1982),Drama,Sophie's Choice (1982)
1097,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi,E.T. the Extra-Terrestrial (1982)
1098,"Search for One-eye Jimmy, The (1996)",Comedy,Search for One-eye Jimmy The (1996)
1099,"Christmas Carol, A (1938)",Drama,Christmas Carol A (1938)
1100,Days of Thunder (1990),Action|Romance,Days of Thunder (1990)
1101,Top Gun (1986),Action|Romance,Top Gun (1986)
1102,American Strays (1996),Action,American Strays (1996)
1103,Rebel Without a Cause (1955),Drama,Rebel Without a Cause (1955)
1104,"Streetcar Named Desire, A (1951)",Drama,Streetcar Named Desire A (1951)
1105,Children of the Corn IV: The Gathering (1996),Horror,Children of the Corn IV: The Gathering (1996)
1106,"Leopard Son, The (1996)",Documentary,Leopard Son The (1996)
1107,Loser (1991),Comedy,Loser (1991)
1108,Prerokbe Ognja (1995),Documentary,Prerokbe Ognja (1995)
1109,Charm's Incidents (1996),Drama,Charm's Incidents (1996)
1110,Bird of Prey (1996),Action,Bird of Prey (1996)
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
1112,Palookaville (1996),Action|Drama,Palookaville (1996)
1113,"Associate, The (1996)",Comedy,Associate The (1996)
1114,"Funeral, The (1996)",Drama,Funeral The (1996)
1115,Sleepover (1995),Comedy|Drama,Sleepover (1995)
1116,"Single Girl, A (La Fille Seule) (1995)",Drama,Single Girl A (La Fille Seule) (1995)
1117,"Eighth Day, The (Le Huitième jour ) (1996)",Drama,Eighth Day The (Le Huitième jour ) (1996)
1118,Tashunga (1995),Adventure|Western,Tashunga (1995)
1119,Drunks (1997),Drama,Drunks (1997)
1120,"People vs. Larry Flynt, The (1996)",Drama,People vs. Larry Flynt The (1996)
1121,Glory Daze (1996),Drama,Glory Daze (1996)
1122,Plutonium Circus (1995),Documentary,Plutonium Circus (1995)
1123,"Perfect Candidate, A (1996)",Documentary,Perfect Candidate A (1996)
1124,On Golden Pond (1981),Drama,On Golden Pond (1981)
1125,"Return of the Pink Panther, The (1974)",Comedy,Return of the Pink Panther The (1974)
1126,Drop Dead Fred (1991),Comedy|Fantasy,Drop Dead Fred (1991)
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,Abyss The (1989)
1128,"Fog, The (1980)",Horror,Fog The (1980)
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,Escape from New York (1981)
1130,"Howling, The (1980)",Horror,Howling The (1980)
1131,Jean de Florette (1986),Drama,Jean de Florette (1986)
1132,Manon of the Spring (Manon des sources) (1986),Drama,Manon of the Spring (Manon des sources) (1986)
1133,Talking About Sex (1994),Comedy|Drama,Talking About Sex (1994)
1134,Johnny 100 Pesos (1993),Action|Drama,Johnny 100 Pesos (1993)
1135,Private Benjamin (1980),Comedy,Private Benjamin (1980)
1136,Monty Python and the Holy Grail (1974),Comedy,Monty Python and the Holy Grail (1974)
1137,Hustler White (1996),Romance,Hustler White (1996)
1138,Dadetown (1995),Documentary,Dadetown (1995)
1139,Everything Relative (1996),Drama,Everything Relative (1996)
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,Entertaining Angels: The Dorothy Day Story (1996)
1141,Hoogste tijd (1995),Drama,Hoogste tijd (1995)
1142,Get Over It (1996),Drama,Get Over It (1996)
1143,Three Lives and Only One Death (1996),Comedy,Three Lives and Only One Death (1996)
1144,"Line King: Al Hirschfeld, The (1996)",Documentary,Line King: Al Hirschfeld The (1996)
1145,Snowriders (1996),Documentary,Snowriders (1996)
1146,Curtis's Charm (1995),Comedy|Drama,Curtis's Charm (1995)
1147,When We Were Kings (1996),Documentary,When We Were Kings (1996)
1148,"Wrong Trousers, The (1993)",Animation|Comedy,Wrong Trousers The (1993)
1149,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama,JLG/JLG - autoportrait de décembre (1994)
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,Return of Martin Guerre The (Retour de Martin Guerre Le) (1982)
1151,Faust (1994),Animation|Comedy|Thriller,Faust (1994)
1152,He Walked by Night (1948),Crime|Film-Noir|Thriller,He Walked by Night (1948)
1153,Raw Deal (1948),Film-Noir,Raw Deal (1948)
1154,T-Men (1947),Film-Noir,T-Men (1947)
1155,"Invitation, The (Zaproszenie) (1986)",Drama,Invitation The (Zaproszenie) (1986)
1156,"Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama,Children Are Watching us The (Bambini ci guardano I) (1942)
1157,"Symphonie pastorale, La (1946)",Drama,Symphonie pastorale La (1946)
1158,Here Comes Cookie (1935),Comedy,Here Comes Cookie (1935)
1159,Love in Bloom (1935),Romance,Love in Bloom (1935)
1160,Six of a Kind (1934),Comedy,Six of a Kind (1934)
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama,Tin Drum The (Blechtrommel Die) (1979)
1162,"Ruling Class, The (1972)",Comedy,Ruling Class The (1972)
1163,Mina Tannenbaum (1994),Drama,Mina Tannenbaum (1994)
1164,Two or Three Things I Know About Her (1966),Drama,Two or Three Things I Know About Her (1966)
1165,"Bloody Child, The (1996)",Drama|Thriller,Bloody Child The (1996)
1166,Farmer & Chase (1995),Comedy,Farmer & Chase (1995)
1167,Dear God (1996),Comedy,Dear God (1996)
1168,Bad Moon (1996),Horror,Bad Moon (1996)
1169,American Dream (1990),Documentary,American Dream (1990)
1170,Best of the Best 3: No Turning Back (1995),Action,Best of the Best 3: No Turning Back (1995)
1171,Bob Roberts (1992),Comedy,Bob Roberts (1992)
1172,Cinema Paradiso (1988),Comedy|Drama|Romance,Cinema Paradiso (1988)
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Drama,Cook the Thief His Wife & Her Lover The (1989)
1174,Grosse Fatigue (1994),Comedy,Grosse Fatigue (1994)
1175,Delicatessen (1991),Comedy|Sci-Fi,Delicatessen (1991)
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama,Double Life of Veronique The (La Double Vie de Véronique) (1991)
1177,Enchanted April (1991),Drama,Enchanted April (1991)
1178,Paths of Glory (1957),Drama|War,Paths of Glory (1957)
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,Grifters The (1990)
1180,Hear My Song (1991),Comedy,Hear My Song (1991)
1181,"Shooter, The (1995)",Action,Shooter The (1995)
1183,"English Patient, The (1996)",Drama|Romance|War,English Patient The (1996)
1184,Mediterraneo (1991),Comedy|War,Mediterraneo (1991)
1185,My Left Foot (1989),Drama,My Left Foot (1989)
1186,"Sex, Lies, and Videotape (1989)",Drama,Sex Lies and Videotape (1989)
1187,Passion Fish (1992),Drama,Passion Fish (1992)
1188,Strictly Ballroom (1992),Comedy|Romance,Strictly Ballroom (1992)
1189,"Thin Blue Line, The (1988)",Documentary,Thin Blue Line The (1988)
1190,Tie Me Up! Tie Me Down! (1990),Drama,Tie Me Up! Tie Me Down! (1990)
1191,Madonna: Truth or Dare (1991),Documentary,Madonna: Truth or Dare (1991)
1192,Paris Is Burning (1990),Documentary,Paris Is Burning (1990)
1193,One Flew Over the Cuckoo's Nest (1975),Drama,One Flew Over the Cuckoo's Nest (1975)
1194,Up in Smoke (1978),Comedy,Up in Smoke (1978)
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,Star Wars: Episode V - The Empire Strikes Back (1980)
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance,Princess Bride The (1987)
1198,Raiders of the Lost Ark (1981),Action|Adventure,Raiders of the Lost Ark (1981)
1199,Brazil (1985),Sci-Fi,Brazil (1985)
1200,Aliens (1986),Action|Sci-Fi|Thriller|War,Aliens (1986)
1201,"Good, The Bad and The Ugly, The (1966)",Action|Western,Good The Bad and The Ugly The (1966)
1202,Withnail and I (1987),Comedy,Withnail and I (1987)
1203,12 Angry Men (1957),Drama,12 Angry Men (1957)
1204,Lawrence of Arabia (1962),Adventure|War,Lawrence of Arabia (1962)
1205,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War,Transformers: The Movie The (1986)
1206,"Clockwork Orange, A (1971)",Sci-Fi,Clockwork Orange A (1971)
1207,To Kill a Mockingbird (1962),Drama,To Kill a Mockingbird (1962)
1208,Apocalypse Now (1979),Drama|War,Apocalypse Now (1979)
1209,Once Upon a Time in the West (1969),Western,Once Upon a Time in the West (1969)
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,Star Wars: Episode VI - Return of the Jedi (1983)
1211,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance,Wings of Desire (Der Himmel über Berlin) (1987)
1212,"Third Man, The (1949)",Mystery|Thriller,Third Man The (1949)
1213,GoodFellas (1990),Crime|Drama,GoodFellas (1990)
1214,Alien (1979),Action|Horror|Sci-Fi|Thriller,Alien (1979)
1215,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi,Army of Darkness (1993)
1216,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance,Big Blue The (Le Grand Bleu) (1988)
1217,Ran (1985),Drama|War,Ran (1985)
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller,Killer The (Die xue shuang xiong) (1989)
1219,Psycho (1960),Horror|Thriller,Psycho (1960)
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,Blues Brothers The (1980)
1221,"Godfather: Part II, The (1974)",Action|Crime|Drama,Godfather: Part II The (1974)
1222,Full Metal Jacket (1987),Action|Drama|War,Full Metal Jacket (1987)
1223,"Grand Day Out, A (1992)",Animation|Comedy,Grand Day Out A (1992)
1224,Henry V (1989),Drama|War,Henry V (1989)
1225,Amadeus (1984),Drama,Amadeus (1984)
1226,"Quiet Man, The (1952)",Comedy|Romance,Quiet Man The (1952)
1227,Once Upon a Time in America (1984),Crime|Drama|Thriller,Once Upon a Time in America (1984)
1228,Raging Bull (1980),Drama,Raging Bull (1980)
1230,Annie Hall (1977),Comedy|Romance,Annie Hall (1977)
1231,"Right Stuff, The (1983)",Drama,Right Stuff The (1983)
1232,Stalker (1979),Mystery|Sci-Fi,Stalker (1979)
1233,"Boat, The (Das Boot) (1981)",Action|Drama|War,Boat The (Das Boot) (1981)
1234,"Sting, The (1973)",Comedy|Crime,Sting The (1973)
1235,Harold and Maude (1971),Comedy,Harold and Maude (1971)
1236,Trust (1990),Comedy|Drama,Trust (1990)
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,Seventh Seal The (Sjunde inseglet Det) (1957)
1238,Local Hero (1983),Comedy,Local Hero (1983)
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,Terminator The (1984)
1241,Braindead (1992),Comedy|Horror,Braindead (1992)
1242,Glory (1989),Action|Drama|War,Glory (1989)
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,Rosencrantz and Guildenstern Are Dead (1990)
